filename,width,height,class,xmin,ymin,xmax,ymax
saint_bernard_140.jpg,450,500,saint_bernard,63,111,214,250
Abyssinian_169.jpg,300,300,Abyssinian,42,10,255,205
Abyssinian_179.jpg,263,360,Abyssinian,73,18,184,130
american_bulldog_105.jpg,500,332,american_bulldog,166,73,375,241
Siamese_137.jpg,345,500,Siamese,171,96,284,206
Persian_123.jpg,500,375,Persian,54,1,452,330
Sphynx_127.jpg,332,500,Sphynx,148,171,252,275
pomeranian_131.jpg,300,225,pomeranian,122,29,201,116
staffordshire_bull_terrier_194.jpg,500,375,staffordshire_bull_terrier,275,14,420,127
Abyssinian_170.jpg,1600,1200,Abyssinian,899,208,1113,457
Birman_127.jpg,500,375,Birman,229,17,471,259
english_setter_174.jpg,500,333,english_setter,242,11,377,109
pomeranian_167.jpg,274,300,pomeranian,63,12,188,191
leonberger_164.jpg,500,384,leonberger,101,33,488,349
shiba_inu_134.jpg,334,500,shiba_inu,110,27,245,225
Siamese_155.jpg,500,333,Siamese,124,4,367,248
Siamese_182.jpg,500,350,Siamese,184,54,276,141
Bengal_116.jpg,500,230,Bengal,16,26,132,150
Sphynx_183.jpg,375,500,Sphynx,92,11,233,154
leonberger_159.jpg,500,424,leonberger,39,17,414,374
german_shorthaired_117.jpg,500,375,german_shorthaired,134,45,430,305
beagle_136.jpg,500,375,beagle,97,89,469,351
British_Shorthair_116.jpg,500,500,British_Shorthair,131,80,432,366
shiba_inu_136.jpg,500,375,shiba_inu,139,106,228,216
British_Shorthair_122.jpg,500,346,British_Shorthair,130,56,281,223
english_setter_182.jpg,500,392,english_setter,21,20,293,306
Persian_197.jpg,500,333,Persian,130,19,349,251
american_bulldog_19.jpg,500,333,american_bulldog,66,6,427,309
keeshond_12.jpg,333,500,keeshond,84,38,216,240
samoyed_138.jpg,500,375,samoyed,132,64,276,239
Ragdoll_173.jpg,400,500,Ragdoll,64,28,263,241
great_pyrenees_153.jpg,500,413,great_pyrenees,331,60,443,156
Sphynx_15.jpg,500,349,Sphynx,146,18,372,246
Sphynx_129.jpg,500,332,Sphynx,177,8,280,99
pomeranian_106.jpg,500,333,pomeranian,297,79,351,149
beagle_127.jpg,329,500,beagle,101,10,315,267
Bengal_125.jpg,500,332,Bengal,256,27,357,144
wheaten_terrier_113.jpg,375,500,wheaten_terrier,109,116,270,257
Birman_175.jpg,500,334,Birman,112,33,392,275
Bombay_127.jpg,234,350,Bombay,51,79,215,228
pug_164.jpg,230,300,pug,43,47,176,135
staffordshire_bull_terrier_176.jpg,500,375,staffordshire_bull_terrier,179,75,343,232
saint_bernard_166.jpg,500,329,saint_bernard,208,128,351,253
chihuahua_182.jpg,300,224,chihuahua,61,9,144,82
Bombay_173.jpg,334,500,Bombay,135,104,253,225
keeshond_133.jpg,375,500,keeshond,151,157,246,277
Ragdoll_127.jpg,500,375,Ragdoll,135,29,369,317
saint_bernard_111.jpg,500,426,saint_bernard,182,95,274,171
Maine_Coon_112.jpg,401,500,Maine_Coon,136,103,274,271
basset_hound_104.jpg,500,327,basset_hound,189,79,289,173
staffordshire_bull_terrier_108.jpg,500,375,staffordshire_bull_terrier,202,47,361,198
leonberger_14.jpg,500,427,leonberger,24,22,415,380
Abyssinian_135.jpg,333,500,Abyssinian,20,58,257,278
japanese_chin_17.jpg,500,377,japanese_chin,158,81,341,195
pomeranian_154.jpg,288,216,pomeranian,84,2,162,95
Maine_Coon_142.jpg,500,375,Maine_Coon,244,66,338,144
havanese_160.jpg,500,343,havanese,165,22,328,181
staffordshire_bull_terrier_128.jpg,333,500,staffordshire_bull_terrier,25,17,273,261
pomeranian_17.jpg,500,375,pomeranian,108,65,353,339
samoyed_12.jpg,375,500,samoyed,108,48,239,221
beagle_163.jpg,500,375,beagle,132,49,301,181
english_cocker_spaniel_15.jpg,500,333,english_cocker_spaniel,180,9,418,252
saint_bernard_153.jpg,500,335,saint_bernard,160,61,337,248
pug_150.jpg,300,185,pug,151,24,244,91
Bombay_180.jpg,373,286,Bombay,199,49,308,162
Bengal_165.jpg,277,300,Bengal,51,24,113,108
leonberger_16.jpg,500,411,leonberger,119,25,372,249
Siamese_162.jpg,500,375,Siamese,121,17,315,225
samoyed_18.jpg,500,333,samoyed,97,17,231,210
British_Shorthair_103.jpg,500,333,British_Shorthair,108,149,199,229
British_Shorthair_114.jpg,328,500,British_Shorthair,70,77,324,319
Bombay_177.jpg,157,202,Bombay,84,38,134,86
Russian_Blue_112.jpg,500,375,Russian_Blue,74,1,255,148
Sphynx_151.jpg,500,388,Sphynx,121,19,213,107
Birman_163.jpg,500,334,Birman,120,45,312,264
Russian_Blue_164.jpg,500,333,Russian_Blue,97,60,280,234
Siamese_18.jpg,500,333,Siamese,167,91,284,228
samoyed_140.jpg,500,375,samoyed,129,67,231,171
shiba_inu_108.jpg,333,500,shiba_inu,66,91,264,379
japanese_chin_184.jpg,500,419,japanese_chin,93,48,376,270
Abyssinian_180.jpg,400,353,Abyssinian,20,12,127,110
japanese_chin_116.jpg,386,500,japanese_chin,138,86,317,208
Birman_177.jpg,500,375,Birman,162,72,252,156
Sphynx_177.jpg,500,333,Sphynx,121,120,237,220
english_cocker_spaniel_151.jpg,327,500,english_cocker_spaniel,70,23,292,213
american_bulldog_166.jpg,375,500,american_bulldog,1,96,341,446
Abyssinian_167.jpg,313,310,Abyssinian,99,34,238,183
Birman_154.jpg,375,500,Birman,135,66,268,193
Ragdoll_125.jpg,375,500,Ragdoll,9,128,318,368
keeshond_175.jpg,500,375,keeshond,269,72,372,218
pug_104.jpg,500,394,pug,120,48,361,236
saint_bernard_148.jpg,500,340,saint_bernard,83,34,391,309
basset_hound_157.jpg,333,500,basset_hound,39,144,332,409
chihuahua_151.jpg,239,300,chihuahua,36,11,205,156
Birman_18.jpg,500,408,Birman,233,1,435,195
newfoundland_148.jpg,500,375,newfoundland,16,47,190,239
scottish_terrier_114.jpg,391,500,scottish_terrier,95,26,310,389
Ragdoll_168.jpg,422,500,Ragdoll,150,44,367,221
american_pit_bull_terrier_181.jpg,300,300,american_pit_bull_terrier,49,60,178,184
Siamese_200.jpg,375,500,Siamese,90,44,286,208
japanese_chin_123.jpg,378,500,japanese_chin,74,102,286,268
Birman_114.jpg,500,376,Birman,68,2,423,342
pug_109.jpg,375,500,pug,139,153,337,288
beagle_130.jpg,500,375,beagle,65,185,188,284
english_cocker_spaniel_116.jpg,500,375,english_cocker_spaniel,102,136,313,317
Maine_Coon_155.jpg,500,333,Maine_Coon,74,58,224,215
japanese_chin_183.jpg,500,485,japanese_chin,96,39,423,346
scottish_terrier_104.jpg,480,360,scottish_terrier,92,34,187,189
Bombay_159.jpg,184,250,Bombay,15,43,83,107
beagle_178.jpg,500,375,beagle,104,1,347,195
Maine_Coon_136.jpg,403,500,Maine_Coon,97,91,240,250
Russian_Blue_139.jpg,500,333,Russian_Blue,91,11,361,312
Bengal_148.jpg,300,200,Bengal,70,1,243,172
miniature_pinscher_101.jpg,500,492,miniature_pinscher,151,20,296,191
Russian_Blue_128.jpg,375,500,Russian_Blue,110,18,372,358
Egyptian_Mau_162.jpg,3264,2448,Egyptian_Mau,923,242,2461,1777
Maine_Coon_163.jpg,420,500,Maine_Coon,102,28,249,182
english_setter_187.jpg,375,500,english_setter,80,14,225,160
Abyssinian_172.jpg,768,712,Abyssinian,501,24,712,246
Sphynx_133.jpg,333,500,Sphynx,115,49,244,190
leonberger_105.jpg,333,500,leonberger,83,18,255,134
wheaten_terrier_164.jpg,500,375,wheaten_terrier,219,166,276,228
chihuahua_109.jpg,300,225,chihuahua,114,1,251,107
Abyssinian_143.jpg,500,461,Abyssinian,160,20,411,260
Bombay_108.jpg,400,267,Bombay,230,21,300,94
miniature_pinscher_110.jpg,500,333,miniature_pinscher,217,6,364,163
keeshond_122.jpg,500,375,keeshond,180,63,434,331
samoyed_122.jpg,500,375,samoyed,190,108,242,184
english_cocker_spaniel_132.jpg,358,500,english_cocker_spaniel,17,1,341,312
american_bulldog_104.jpg,500,332,american_bulldog,96,29,360,253
British_Shorthair_176.jpg,500,375,British_Shorthair,76,37,340,280
english_setter_166.jpg,500,375,english_setter,274,132,354,235
Persian_163.jpg,500,500,Persian,108,49,444,354
Abyssinian_193.jpg,300,225,Abyssinian,124,5,268,152
Abyssinian_101.jpg,450,313,Abyssinian,54,36,319,235
Birman_130.jpg,500,344,Birman,75,23,228,171
leonberger_167.jpg,481,500,leonberger,262,262,367,366
